,part_of_speech,synonyms
7736,verb,"{'send': 6.287473302774382e-05, 'convey': 1.8144625622363252e-05, 'air': 0.00017865739618067093, 'channel': 3.1093964884332937e-05, 'impart': 5.173718436509117e-06, 'beam': 1.954526401576918e-05, 'broadcast': 6.091708088172893e-06, 'transmit': 9.353258463934684e-06, 'conduct': 9.147045175406234e-05, 'carry': 8.139125679347035e-05, 'transport': 2.656569262665734e-05, 'channelize': 1.0776955765397e-08, 'transfer': 4.821220874973105e-05, 'channelise': 5.049755078480977e-09, 'transmitting': 6.267784723994838e-06, 'communicate': 1.4627750868491503e-05}"
7737,verb,"{'transpose': 3.3623684306226807e-07, 'graft': 2.5106162597822455e-06, 'transplant': 1.445650504249625e-06, 'transfer': 4.821220874973105e-05}"
7738,verb,"{'transpose': 3.3623684306226807e-07, 'graft': 2.5106162597822455e-06, 'transplanting': 1.094358570234834e-06, 'transplant': 1.445650504249625e-06, 'transfer': 4.821220874973105e-05}"
7739,verb,"{'do by': 1.6989601958448083e-06, 'cover': 5.7807276821931016e-05, 'regale': 3.94711622870935e-07, 'care for': 8.165551321796353e-06, 'handle': 2.2733633952611842e-05, 'plow': 3.1156055190195805e-06, 'deal': 7.721433783007779e-05, 'treat': 2.3999481789250044e-05, 'process': 0.00015449100280074196, 'address': 6.0571681018094104e-05}"
7740,verb,"{'tree': 6.096349247071454e-05, 'corner': 3.370953929438401e-05, 'shoetree': 2.6580379691017867e-10}"
7741,verb,"{'trembles': 8.287966084486426e-07, 'tremble': 4.018126582672094e-06}"
7742,verb,"{'tremor': 1.3642289849935011e-06, 'quake': 6.161488738481678e-07}"
7743,verb,"{'trench': 4.163498001055919e-06, 'impinge': 5.523043338356824e-07, 'ditch': 7.155039007971593e-06, 'entrench': 1.9330249177006553e-07, 'encroach': 9.498679428310914e-07}"
7744,verb,"{'transgress': 8.360067221160809e-07, 'take advantage': 5.637603696942428e-06, 'overstep': 2.153540077433738e-07, 'trespass': 6.021490129917866e-06, 'intrude': 1.3230603900564187e-06, 'sin': 4.569441761202547e-05}"
7745,verb,"{'trice': 2.7212636988138643e-07, 'trice up': 3.2624160392402463e-09}"
7746,satellite,"{'spare': 1.3646864663462415e-05, 'clean-cut': 2.0735031178037514e-07, 'well-kept': 2.4533497122721274e-07, 'tailored': 1.3235184772771053e-06, 'trim': 3.4282342802333634e-06, 'trimester': 4.375911825571619e-07, 'trig': 9.139353972840936e-08, 'shipshape': 4.624201068505733e-08}"
7747,satellite,"{'spare': 1.3646864663462415e-05, 'trimmer': 3.225232781485924e-07, 'clean-cut': 2.0735031178037514e-07, 'well-kept': 2.4533497122721274e-07, 'tailored': 1.3235184772771053e-06, 'trim': 3.4282342802333634e-06, 'trig': 9.139353972840936e-08, 'shipshape': 4.624201068505733e-08}"
7748,verb,"{'trumpet': 4.561655959056316e-06, 'trumpets': 2.401816745787841e-06}"
7749,verb,"{'outdo': 3.260957111130681e-07, 'best': 0.0002463347905978044, 'outflank': 9.507263514754978e-08, 'trump out': 4.9505857568608125e-09, 'trumping': 3.10544985293304e-08, 'trump': 9.575971725525684e-07, 'ruff': 4.163712043627603e-07, 'scoop': 9.424159529424744e-07}"
7750,verb,"{'truss': 1.7638781501470423e-06, 'bind': 1.0792639631481472e-05, 'tie down': 6.83178424974338e-08, 'tie up': 5.192641845048242e-07}"
7751,verb,"{'intrust': 5.101258494328486e-07, 'trust': 8.024179548946062e-05, 'bank': 8.340326037158502e-05, 'desire': 8.647408269877948e-05, 'entrust': 1.0010430460061756e-06, 'believe': 0.00016422190202009006, 'confide': 1.6908052719968783e-06, 'rely': 1.295831478653553e-05, 'commit': 1.4780200846696388e-05, 'swear': 9.050890952261935e-06, 'hope': 0.00012471485406910502}"
7752,verb,"{'turn': 9.909782029030812e-05, 'sour': 4.29902952369855e-06, 'ferment': 2.309962313801085e-06, 'turning': 3.086476068955409e-05, 'work': 0.0005982013428206396, 'plough': 5.722363283250847e-06, 'wrench': 1.190630483796354e-06, 'reverse': 1.8027554351233868e-05, 'grow': 3.845902398581956e-05, 'plow': 3.1156055190195805e-06, 'release': 2.777750745839182e-05, 'rick': 4.059967230168038e-07, 'bend': 8.649260748421765e-06, 'call on': 3.448362754433679e-06, 'twist': 3.7723633679985217e-06, 'change by reversal': 3.056421535832866e-11, 'become': 0.00020118627566057407, 'sprain': 2.53456403480652e-07, 'deform': 4.200272370740048e-07, 'change state': 1.3922547201910193e-08, 'turn over': 1.419803501776295e-06, 'wrick': 1.5829644611370095e-09, 'flex': 4.4864115102253057e-07, 'move around': 2.9591100794174156e-07}"
7753,verb,"{'turtle': 2.0771375768170005e-06, 'turn turtle': 5.308794067187108e-09, 'capsize': 1.0085151030594706e-07}"
7754,verb,"{'detusk': 2.409708985956187e-11, 'tusk': 3.5135000644557994e-07, 'horn': 8.746901533239397e-06}"
7755,verb,"{'worm': 7.977446637599543e-06, 'curve': 2.7083076354779116e-05, 'turn': 9.909782029030812e-05, 'twist around': 1.702899145650442e-08, 'wrench': 1.190630483796354e-06, 'wrestle': 7.598978116956933e-07, 'writhe': 2.4701003873125246e-07, 'rick': 4.059967230168038e-07, 'bend': 8.649260748421765e-06, 'wind': 5.429416493687757e-05, 'pervert': 9.342421852901828e-07, 'twist': 3.7723633679985217e-06, 'wriggle': 2.1674934360231243e-07, 'distort': 1.0081299396627188e-06, 'convolute': 1.2330078795564144e-07, 'sprain': 2.53456403480652e-07, 'deform': 4.200272370740048e-07, 'squirm': 1.511681455813303e-07, 'twine': 1.7724007475534874e-06, 'wrick': 1.5829644611370095e-09, 'flex': 4.4864115102253057e-07, 'sophisticate': 5.0370035832500405e-08}"
7756,verb,"{'jerk': 1.3910465401836977e-06, 'flip': 1.1527957260555738e-06, 'tweet': 8.038663084656221e-08, 'twitch': 5.066053388801015e-07, 'pinch': 2.271542267853373e-06, 'twinge': 2.593057534677299e-07, 'nip': 5.246052648301228e-07, 'squeeze': 2.287268104290331e-06}"
7757,verb,"{'underrate': 3.1510647993415903e-07, 'underrating': 7.697395792745255e-08, 'underestimate': 7.760735063935424e-07}"
7758,verb,"{'alternate': 1.0123575182673515e-05, 'understudy': 8.41147848781288e-08}"
7759,verb,"{'tackle': 3.214370716245247e-06, 'take on': 3.278920890178089e-06, 'guarantee': 1.5062055652933228e-05, 'set about': 2.210413953266594e-06, 'undertaking': 1.8530406620543135e-05, 'contract': 0.00011950018696205957, 'attempt': 7.822189369104008e-05, 'undertake': 1.6426268397573706e-05, 'take in charge': 1.00414012647942e-08}"
7760,verb,"{'undoing': 7.595928231339583e-07, 'untie': 3.415222385726162e-07, 'unwrap': 5.3766971135022625e-08, 'unmake': 1.4380183121820967e-07, 'undo': 1.5062131198774435e-06, 'loosen': 1.2495153746223366e-06}"
7761,verb,"{'strip down': 2.4163365930867702e-08, 'discase': 5.351851862098179e-08, 'unclothe': 8.057767751014992e-09, 'strip': 1.2357716579057504e-05, 'disinvest': 9.076299004310849e-09, 'divest': 1.5858794517701129e-06, 'uncase': 1.3862410414694187e-08, 'peel': 1.5920794266451222e-06, 'disrobe': 6.066838760866054e-08, 'undress': 5.918845015887324e-07}"
7762,verb,"{'update': 2.442527807335105e-06, 'updating': 9.473372781807281e-07}"
7763,verb,"{'upend': 1.3233879415312758e-08, 'upending': 1.4719295162531722e-08}"
7764,verb,"{'advance': 5.273345453058708e-05, 'raise': 4.260900279952447e-05, 'promote': 2.4876281906818758e-05, 'upgrade': 1.1924415598690722e-06, 'kick upstairs': 4.4433126321334634e-10, 'elevate': 2.7234223951758835e-06}"
7765,verb,"{'elate': 2.909005725151958e-07, 'intoxicate': 1.969560483649132e-07, 'pick up': 4.589362785821144e-06, 'uplift': 1.5932879144645284e-06, 'lift up': 1.6293493412009215e-06}"
7766,verb,"{'elate': 2.909005725151958e-07, 'uplifting': 5.783581274766358e-07, 'intoxicate': 1.969560483649132e-07, 'pick up': 4.589362785821144e-06, 'uplift': 1.5932879144645284e-06, 'lift up': 1.6293493412009215e-06}"
7767,verb,"{'vaccinating': 1.209602285724318e-07, 'immunize': 1.2969761397565728e-07, 'inoculate': 2.8350530025745966e-07, 'vaccinate': 1.6833335171320341e-07, 'immunise': 1.0336530698714814e-08}"
7768,verb,"{'measure': 9.504148929196381e-05, 'valuate': 7.696807578650334e-09, 'appraise': 1.04259539104193e-06, 'esteem': 1.424448945973968e-05, 'prise': 4.4862891637906355e-07, 'assess': 8.580788974261031e-06, 'prize': 1.713273454318673e-05, 'value': 0.00024365773003618804, 'rate': 0.000180953841911609, 'respect': 0.00016192221270630485, 'evaluate': 8.015185095032026e-06, 'appreciate': 1.4649263657904032e-05, 'treasure': 1.0432846966009553e-05}"
7769,verb,"{'poetize': 1.2035673623169446e-08, 'versify': 4.8254209486569104e-08, 'verse': 2.2533009341064552e-05, 'poetise': 4.332327671427618e-09}"
7770,verb,"{'enthrone': 6.947068009813084e-08, 'vest': 4.183214435051254e-06, 'invest': 6.8861650858610985e-06, 'robe': 4.832449020248781e-06}"
7771,verb,"{'blackball': 1.9938164923451524e-08, 'forbid': 6.301948630358482e-06, 'interdict': 1.0731811233981332e-06, 'prohibit': 6.822120030544478e-06, 'nix': 8.928679819693711e-08, 'disallow': 4.940694101638151e-07, 'negative': 4.058676116423339e-05, 'veto': 3.581722677338793e-06, 'proscribe': 2.4936785468354544e-07}"
7772,verb,"{'victuals': 1.5806774136312565e-06, 'victual': 3.5291332636519656e-07}"
7773,verb,"{'tape': 9.24790527630869e-06, 'videotape': 4.661997671298216e-07}"
7774,verb,"{'see': 0.0004948530739110424, 'catch': 1.940717500127946e-05, 'view': 0.00019452908112694214, 'regard': 0.00012604350298042616, 'watch': 3.1306431554842624e-05, 'reckon': 4.511175705165955e-06, 'take in': 4.4652788078594735e-06, 'consider': 9.984208623208644e-05, 'look at': 2.5059288034948874e-05}"
7775,verb,"{'voting': 1.8750630125938487e-05, 'vote': 6.211338518556326e-05}"
7776,verb,"{'consecrate': 1.1565250349444413e-06, 'vow': 4.2560027235077296e-06}"
7777,verb,"{'navigate': 1.359438314958784e-06, 'sail': 1.6198118091828396e-05, 'voyage': 1.9266564892497374e-05}"
7778,verb,"{'jam': 2.2203997317401776e-06, 'jampack': 1.3714867125668456e-10, 'wad': 1.107292237075692e-06, 'ram': 3.636271854285157e-06, 'pack': 8.932015528200902e-06, 'chock up': 2.244151530696271e-09, 'cram': 4.2492422452169965e-07, 'compact': 1.3867174708961788e-05, 'bundle': 5.065761722528004e-06}"
7779,verb,"{'jam': 2.2203997317401776e-06, 'wad': 1.107292237075692e-06, 'jampack': 1.3714867125668456e-10, 'ram': 3.636271854285157e-06, 'pack': 8.932015528200902e-06, 'chock up': 2.244151530696271e-09, 'cram': 4.2492422452169965e-07, 'compact': 1.3867174708961788e-05, 'bundle': 5.065761722528004e-06, 'wadding': 2.6723883358393435e-07}"
7780,verb,"{'wait': 2.9542345147560956e-05, 'waitress': 6.143204810512575e-07}"
7781,verb,"{'come alive': 1.6381889186183214e-07, 'rouse': 2.727247674101327e-06, 'heat': 8.378817840785848e-05, 'fire up': 7.336982960207138e-08, 'wake up': 1.2770690112853435e-06, 'ignite': 7.256860212389367e-07, 'awaken': 3.852087411222315e-06, 'awake': 7.357571897112938e-06, 'waken': 4.8762477465858e-07, 'stir up': 1.2729663906933297e-06, 'wake': 7.633323296444421e-06, 'arouse': 2.8159626018520063e-06, 'inflame': 1.2817643253049706e-06}"
7782,verb,"{'come alive': 1.6381889186183214e-07, 'rouse': 2.727247674101327e-06, 'wake up': 1.2770690112853435e-06, 'awaken': 3.852087411222315e-06, 'awake': 7.357571897112938e-06, 'waken': 4.8762477465858e-07, 'wake': 7.633323296444421e-06, 'arouse': 2.8159626018520063e-06, 'wakening': 1.4779769224310153e-07}"
7783,verb,"{'walk': 3.649995427858575e-05, 'take the air': 1.6261638526669584e-07}"
7784,verb,"{'wallop': 7.668662076478416e-08, 'whack': 2.1393420351207566e-07, 'whop': 1.5444196509792188e-08, 'wham': 5.769000675250725e-08}"
7785,verb,"{'warehouse': 7.570182517798116e-06, 'warehousing': 1.011520816501025e-06}"
7786,adjective,"{'warmer': 3.7459690529145637e-06, 'warm': 3.849926031896015e-05}"
7788,verb,"{'garble': 5.029516789500388e-08, 'distort': 1.0081299396627188e-06, 'buckle': 1.033867867591481e-06, 'heave': 1.3031070041932805e-06, 'falsify': 4.873050419785752e-07, 'warp': 2.443231016466647e-06}"
7789,verb,"{'warping': 7.000775040405023e-07, 'garble': 5.029516789500388e-08, 'distort': 1.0081299396627188e-06, 'buckle': 1.033867867591481e-06, 'heave': 1.3031070041932805e-06, 'falsify': 4.873050419785752e-07, 'warp': 2.443231016466647e-06}"
7790,verb,"{'guarantee': 1.5062055652933228e-05, 'justify': 2.1034384411446508e-05, 'warrant': 2.9302125354982133e-05}"
7791,verb,"{'irrigate': 6.876847335550747e-07, 'water': 0.00041218491960936745}"
7792,verb,"{'watercolor': 2.5453911891967373e-07, 'watercolour': 1.8022449663478352e-07}"
7793,verb,"{'irrigate': 6.876847335550747e-07, 'water': 0.00041218491960936745, 'watering': 3.624360915349318e-06}"
7794,verb,"{'waterproofing': 3.5205533076364085e-07, 'waterproof': 1.0829601313813778e-06}"
7795,verb,"{'irrigate': 6.876847335550747e-07, 'water': 0.00041218491960936745, 'waters': 4.551740935135233e-05}"
7796,verb,"{'undulate': 2.400884944433844e-07, 'flourish': 4.57022693770152e-06, 'flap': 3.0062507740912376e-06, 'wave': 2.916874818435064e-05, 'curl': 1.552172682723521e-06, 'brandish': 1.1813314252151492e-07, 'beckon': 2.4908853004478277e-07, 'roll': 2.4851610665738523e-05}"
7797,verb,"{'web': 7.910122966243511e-06, 'net': 5.229031226980864e-05, 'webbing': 3.316900024587575e-07}"
7798,verb,"{'tie': 1.3548498634808114e-05, 'wed': 1.5874430029863072e-06, 'get hitched with': 6.908850389618906e-11, 'marry': 1.5350642722072064e-05, 'splice': 5.660031155219408e-07, 'espouse': 8.528302247557049e-07, 'get married': 8.572663091224261e-07, 'hook up with': 3.033667022298855e-08, 'conjoin': 1.299683343289951e-07, 'wedding': 7.6143224293974686e-06}"
7799,verb,"{'wedge': 3.908870313528661e-06, 'lodge': 6.9805706074342e-06, 'deposit': 2.6931976676506218e-05, 'force': 0.00017089460555589576, 'squeeze': 2.287268104290331e-06, 'stick': 1.3534727940339786e-05}"
7800,verb,"{'weed': 5.4932485449510114e-06, 'weeds': 7.717264968401974e-06}"
7801,verb,"{'weigh': 7.773365059575824e-06, 'press': 5.0325463903647115e-05, 'weighing': 9.981810488744447e-06, 'consider': 9.984208623208644e-05, 'count': 2.8245852504015048e-05, 'librate': 6.240845174628888e-09, 'matter': 0.00024289210527893157}"
7802,adjective,"{'westerner': 4.180602362103172e-08, 'western': 4.008386672345115e-05}"
7803,satellite,"{'westerner': 4.180602362103172e-08, 'westerly': 4.129640164710515e-06, 'western': 4.008386672345115e-05}"
7804,adjective,"{'wetter': 2.8930114413586466e-07, 'lactating': 2.7586543708752583e-07, 'wet': 2.2631561451143834e-05}"
7805,satellite,"{'pissed': 3.8650976083110546e-07, 'besotted': 2.8067562700138364e-07, 'sozzled': 4.281736373127497e-09, 'wetter': 2.8930114413586466e-07, 'blotto': 5.285430236339954e-09, 'pixilated': 5.012813244634579e-09, 'fuddled': 6.50430994738426e-08, 'sloshed': 5.4164599132774675e-08, 'cockeyed': 3.815117695472323e-08, 'pie-eyed': 3.4057428507735338e-09, 'wet': 2.2631561451143834e-05, 'smashed': 1.3931453564493201e-06, 'slopped': 6.592666727454699e-08, 'soaked': 2.7497115313427185e-06, 'crocked': 1.1528365018770807e-08, 'stiff': 7.89454800232684e-06, 'tight': 1.2625454697421266e-05, 'soused': 7.683785573846263e-08, 'blind drunk': 1.3864299284485879e-08, 'plastered': 1.124255229874959e-06, 'loaded': 1.539938262835106e-05, 'squiffy': 2.705604471228995e-09}"
7806,verb,"{'whirr': 1.1614118727153274e-07, 'birr': 1.9727700783023885e-08, 'whir': 1.1628809261860201e-07, 'whiz': 1.6679973045687516e-07, 'purr': 1.5923669037214932e-07, 'whizz': 5.058113521470786e-08, 'churr': 7.582632620438921e-09}"
7807,verb,"{'whisk': 4.0986660383940824e-07, 'whip': 4.2827528541061105e-06, 'whisk off': 3.6528248826799296e-09}"
7808,verb,"{'whisker': 2.0256499554183617e-07, 'bewhisker': 3.9510360725680894e-11}"
7809,verb,"{'whisker': 2.0256499554183617e-07, 'whiskers': 1.2044792162447223e-06, 'bewhisker': 3.9510360725680894e-11}"
7810,verb,"{'whistle': 3.5485871851183726e-06, 'sing': 1.6316897253823473e-05}"
7811,verb,"{'whistle': 3.5485871851183726e-06, 'whistling': 1.5965568267868116e-06, 'sing': 1.6316897253823473e-05}"
7812,verb,"{'whiteness': 1.915464875438588e-06, 'whiten': 2.361378234040506e-07, 'white': 0.00014433950107795444}"
7813,verb,"{'whitening': 3.827123163063843e-07, 'whiten': 2.361378234040506e-07, 'white': 0.00014433950107795444}"
7814,verb,"{'whiteout': 1.0562413946785374e-08, 'white out': 9.099568248342468e-09, 'white-out': 5.824168670908641e-09}"
7815,verb,"{'whirr': 1.1614118727153274e-07, 'zoom': 3.7230455322911814e-07, 'whizz along': 3.261028081879368e-10, 'birr': 1.9727700783023885e-08, 'whir': 1.1628809261860201e-07, 'whiz': 1.6679973045687516e-07, 'zoom along': 6.133785423163774e-10, 'purr': 1.5923669037214932e-07, 'whizz': 5.058113521470786e-08}"
7816,verb,"{'hack': 1.6300237535644902e-06, 'whoop': 4.3630472885497564e-07}"
7817,verb,"{'woosh': 2.2384133864414855e-09, 'whoosh': 5.8606932306622964e-08, 'hiss': 8.514026156086157e-07}"
7818,verb,"{'let out': 1.937367549114293e-06, 'widen': 1.6596888324843778e-06, 'broaden': 1.2708990001843173e-06, 'wideness': 6.482873368919089e-08, 'extend': 3.9508021567898145e-05}"
7819,verb,"{'let out': 1.937367549114293e-06, 'widen': 1.6596888324843778e-06, 'widening': 3.925414821504032e-06, 'broaden': 1.2708990001843173e-06, 'extend': 3.9508021567898145e-05}"
7820,adjective,"{'wild': 4.562379912039475e-05, 'untamed': 3.462049041435088e-07, 'wilder': 7.863079869707685e-07}"
7821,verb,"{'fan': 7.816846342251813e-06, 'winnow': 1.0503977244143326e-07, 'cull out': 4.1467605328459016e-08}"
7822,verb,"{'fan': 7.816846342251813e-06, 'winnow': 1.0503977244143326e-07, 'winnowing': 3.205529590811721e-07, 'cull out': 4.1467605328459016e-08}"
7823,verb,"{'winter': 6.062929422319127e-05, 'overwinter': 8.871940510743606e-08}"
7824,verb,"{'wipe': 2.8886075404677807e-06, 'pass over': 3.7024448580232716e-06}"
7825,verb,"{'cable': 1.4321276920749138e-05, 'telegraph': 9.101956267470934e-06, 'electrify': 1.281255220497713e-07, 'wire': 3.151052623593878e-05}"
7826,verb,"{'intercept': 2.343661477928463e-06, 'wiretap': 9.404410057276264e-08, 'bug': 1.6436632870384474e-06, 'tap': 4.910210433995295e-06}"
7827,verb,"{'wiring': 2.468142883542997e-06, 'cable': 1.4321276920749138e-05, 'electrify': 1.281255220497713e-07, 'wire': 3.151052623593878e-05, 'telegraph': 9.101956267470934e-06}"
7828,verb,"{'wish well': 1.607364012125692e-07, 'wish': 8.980064194671685e-05, 'bid': 1.62933193117177e-05, 'like': 0.000521899821127811, 'care': 0.00015196494698787547}"
7829,verb,"{'shimmy': 4.914600133417029e-08, 'tilt': 1.8676489952600485e-06, 'shift': 1.8255742622762608e-05, 'coggle': 9.066654317453423e-10, 'careen': 5.4773581693729487e-08, 'wobble': 1.6144859847951417e-07}"
7830,verb,"{'wolf': 4.61047575516783e-06, 'wolf down': 6.219813257006661e-09}"
7831,verb,"{'question': 0.0002905451349551032, 'inquire': 1.5905966452133065e-05, 'wonder': 3.1402741100921186e-05, 'enquire': 3.6539965949095675e-06, 'marvel': 2.4472313813570903e-06}"
7832,verb,"{'court': 0.0002773055279980623, 'woo': 1.0408456792990486e-06, 'romance': 7.97558866915278e-06, 'wooing': 6.334019016653522e-07, 'solicit': 3.611443483626836e-06}"
7833,verb,"{'give voice': 8.513575555594077e-08, 'phrase': 1.9258998950657394e-05, 'word': 0.00016772574458505737, 'wording': 2.8562579219153015e-06, 'formulate': 2.9265453399751336e-06, 'articulate': 2.6006988755954347e-06}"
7834,verb,"{'give voice': 8.513575555594077e-08, 'phrase': 1.9258998950657394e-05, 'word': 0.00016772574458505737, 'formulate': 2.9265453399751336e-06, 'articulate': 2.6006988755954347e-06, 'words': 0.0002192607776639396}"
7835,verb,"{'wrack': 2.0127667023408261e-07, 'bust up': 1.5511946046157998e-08, 'wreck': 5.310407981669495e-06}"
7836,verb,"{'wrangle': 3.236143205492212e-07, 'brawl': 4.025795348924954e-07, 'wrangling': 5.561209028118436e-07}"
7837,verb,"{'twine': 1.7724007475534874e-06, 'wind': 5.429416493687757e-05, 'enwrap': 3.8874142068822744e-08, 'enclose': 3.827040325500812e-06, 'enfold': 1.7416229218583773e-07, 'wrap': 2.2060318599710324e-06, 'roll': 2.4851610665738523e-05, 'envelop': 4.507789823289125e-07, 'wrap up': 1.5475267765676876e-07}"
7838,verb,"{'twine': 1.7724007475534874e-06, 'wind': 5.429416493687757e-05, 'enwrap': 3.8874142068822744e-08, 'wrapping': 1.9377596605432184e-06, 'enclose': 3.827040325500812e-06, 'enfold': 1.7416229218583773e-07, 'wrap': 2.2060318599710324e-06, 'roll': 2.4851610665738523e-05, 'envelop': 4.507789823289125e-07, 'wrap up': 1.5475267765676876e-07}"
